"Geography","CancerDeaths","medIncome","popEst2015","povertyPercent","MedianAge","AvgHouseholdSize","PercentMarried","PctUnemployed16_Over","BirthRate"
"Morgan County, Alabama",184.9,45082,119565,15,39.5,2.55,51.4,9.9,4.808108498
"Wise County, Texas",180,59904,62953,10,39.3,2.86,57.1,7.5,7.013024188
"Williamson County, Illinois",207.4,46322,67466,15.8,41,2.43,53.6,7,5.84433073
"Nuckolls County, Nebraska",154.3,43249,4329,13.4,49.2,2.08,60.7,2.9,7.142857143
"Augusta County, Virginia",167.1,57808,74314,9.8,44.2,2.5,57.3,4.7,5.594450511
"Gray County, Kansas",150.7,58543,6133,8.3,36.1,2.78,64.8,2.9,6.199261993
"LaSalle County, Illinois",191.3,51205,111333,13.6,41.6,2.48,50.3,9.8,4.843425569
"Columbia County, New York",171.5,55047,61509,11.6,46.6,2.37,49.3,6.7,3.458303859
"Marshall County, Illinois",164.3,53732,11982,10.7,45.9,2.38,54.6,6.5,5.503465145
"Grant County, Kansas",197.8,60279,7733,10.9,32.8,2.86,62.5,7.3,5.375139978
"Rogers County, Oklahoma",174.5,56465,90802,10,38.8,2.64,59.6,5.5,5.259595862
"Clinton County, Iowa",191.8,48528,47768,12.9,42.1,2.36,52.1,4.8,4.6635126
"Barron County, Wisconsin",168.4,46375,45563,13.7,43.9,2.35,55.8,6,5.884312202
"Butler County, Kentucky",202.9,35219,12938,20.6,41.2,2.44,53.6,6.1,5.23255814
"Montgomery County, Ohio",186.9,42994,532258,19.7,39.4,2.32,44,9.4,5.362001513
"Washington County, Maine",216.7,38057,31625,18.5,46.8,2.18,51,9.8,5.793688177
"Lane County, Kansas",148.6,53739,1670,10.9,535.2,2.07,55.9,2.4,10.02949853
"Winneshiek County, Iowa",138.4,55984,20709,9.4,40.6,2.24,54.4,3,3.507692308
"DeKalb County, Illinois",171.7,56536,104352,14.7,30.3,2.65,41.4,10.4,4.533178353
"Harrisonburg city, Virginia",150.5,38541,52538,28.3,23.5,2.69,28.7,6.5,2.564793362
"Elmore County, Idaho",180,45049,25876,14.4,30.8,2.6,59.8,8.4,8.913784705
"Humboldt County, Iowa",129.4,49696,9555,10.1,43.7,2.28,58.1,4.8,5.386289445
"Kendall County, Texas",132.7,77764,40384,8.3,43.6,2.72,60,4.5,3.026544282
"Jefferson County, Ohio",194.7,40148,67347,20,44.3,2.35,48.9,8.8,4.806907805
"Scott County, Indiana",217,41649,23744,17.6,40.3,2.61,52.1,11,3.652716593
"Lehigh County, Pennsylvania",168.4,58283,360685,12.8,39.5,2.6,48.3,8.5,5.408652416
"Clinton County, Illinois",167,60556,37786,9.9,40.1,2.59,53,4.9,3.719306692
"Grant County, Indiana",202.3,40234,67979,20,40,2.39,46.3,8.8,3.227955426
"Kern County, California",161.3,47451,882176,24.5,31.1,3.21,46.5,12.7,6.627706717
"Monroe County, Wisconsin",179.8,52978,45549,14.4,39.3,2.49,53.4,6.5,9.392150771
"Stafford County, Virginia",175.6,92647,142003,5.9,34.7,3.08,57.4,5.5,4.970818505
"Claiborne Parish, Louisiana",177.8,35385,16295,28.2,42.2,2.51,37,13.5,8.809020437
"Union County, South Carolina",207.1,37501,27777,19.6,43.5,2.37,45.4,12.3,5.461302311
"Pendleton County, West Virginia",139.8,38204,7229,16.7,49.1,2.35,55.3,4.9,7.611940299
"Robeson County, North Carolina",193,30414,134197,33.1,35.2,2.87,39.2,12.1,5.971635486
"Kingsbury County, South Dakota",165.5,51837,4990,10.1,46,2.18,64.2,2,6.58436214
"Custer County, South Dakota",158.7,51244,8446,10.7,52.8,2.12,63.6,5.2,4.363636364
"Sequatchie County, Tennessee",227.4,44111,14811,18.7,41.9,2.56,56.2,9,3.240589198
"Sheridan County, Kansas",143.1,52300,2512,10.9,45.7,2.21,64.1,1.2,7.382550336
"Greene County, New York",187.3,52597,47625,11.1,45.2,2.55,48.2,9.1,4.626911005
"Monroe County, Kentucky",227.9,30172,10667,26.2,42.7,2.39,55.9,9.5,3.581020591
"Potter County, Pennsylvania",191.9,40323,17093,14.3,45.8,2.57,52.1,6.9,6.77146312
"Blaine County, Idaho",94.4,63490,21592,10.6,43,2.35,59.8,4.1,7.863131656
"Hamilton County, Florida",188.4,31734,14295,31.7,40.5,2.35,39.3,15.8,7.14920071
"Monona County, Iowa",165,43178,8979,14.3,47,2.19,55.3,5.5,4.371921182
"St. John the Baptist Parish, Louisiana",200.6,47225,43626,20.8,36,2.83,44.7,9.2,4.727439304
"Cleburne County, Alabama",196,40418,15018,17,41.3,2.57,56.7,8.3,4.221954162
"Rusk County, Texas",174.4,46427,53070,16.6,38.5,2.75,47.6,4.9,6.74359899
"Vernon County, Missouri",194.4,40267,20826,17.5,40.6,2.5,53.3,5.4,5.078698846
"Coos County, Oregon",200.3,39956,63121,19.8,48.1,2.38,49.8,11.7,5.226215645
"Woodford County, Kentucky",182.8,57067,25793,11.2,41.9,2.55,56.7,4.8,4.961767205
"Benton County, Minnesota",155.3,52531,39710,13.6,35.4,2.45,50.6,6.7,7.207014542
"Modoc County, California",160.8,39172,8965,20.2,47.8,2.32,52.1,8.6,8.313253012
"Kleberg County, Texas",164.1,40884,31857,22.8,28,2.76,40.2,11.7,5.244100387
"Washington County, Utah",124.8,50169,155602,12.9,34.6,2.99,59.4,7.7,6.593968853
"Garfield County, Utah",105.4,45666,5009,12.2,39.6,2.75,59.9,8.6,3.098290598
"Chemung County, New York",183.8,48880,87071,18.2,40.9,2.35,48.3,5.4,5.089635277
"Tazewell County, Virginia",208.1,38292,42899,19.2,43.1,2.38,53.9,8,6.033920417
"Wayne County, West Virginia",183.8,37242,40971,20,42.5,2.47,48.9,9.9,4.112005292
"Leflore County, Mississippi",234.6,26439,30999,40.1,32.9,2.76,27.4,16.3,4.749478079
"Hall County, Texas",223.2,33324,3138,24.5,536.4,2.71,49.1,11.5,8.121019108
"Houston County, Georgia",174,53027,150033,17.2,34.8,2.72,51.7,9.7,5.666906226
"Codington County, South Dakota",166.4,52892,27939,10.3,38,2.28,51.6,2.9,7.09752839
"Hampshire County, Massachusetts",164.4,57737,161292,15,35.9,2.36,39.6,7.2,2.489937484
"Lipscomb County, Texas",106.1,60810,3569,10.6,34.4,2.87,56.4,5,10.1488498
"Putnam County, Illinois",198.1,62024,5644,8.9,46,2.37,59.3,9.9,5.541346974
"Crowley County, Colorado",110.7,32570,5562,40.5,35.5,3.78,30.9,27,10.31111111
"Brewster County, Texas",160.4,40179,9145,13.8,42.1,2.27,45.9,4.9,1.812688822
"Douglas County, Georgia",175.3,54581,140733,14.2,35.9,2.87,47.7,10.5,6.214984071
"Venango County, Pennsylvania",199.4,43810,53119,16.2,45.4,2.38,53.5,8.1,5.128205128
"Golden Valley County, Montana",231,37316,827,20.1,53.1,2.29,58.8,3.5,1.481481481
"Barry County, Missouri",172.8,38139,35829,20.2,43.3,2.67,55.9,11.4,6.004650527
"Mason County, Illinois",204.9,46878,13701,14.8,44.7,2.27,52.4,9.5,4.758547762
"Quitman County, Georgia",250,29477,2302,29.5,49.2,2.29,40.2,11.2,8.61618799
"Casey County, Kentucky",254.3,29344,15808,30.6,42.1,2.44,58.7,9,5.148741419
"Lincoln County, New Mexico",123.4,39995,19420,20.1,50.4,2.33,52.2,7.3,8.532518066
"Panola County, Mississippi",224.4,34526,34167,25.9,36.5,2.81,40,10.3,6.394230769
"Elmore County, Alabama",193.8,54298,81468,14.4,37.9,2.65,51,8.3,5.800146592
"Garden County, Nebraska",128.2,38645,1918,15.6,52.3,2.1,62.9,3.1,4.705882353
"Uvalde County, Texas",152.7,37933,27245,22.1,34.1,3.13,45.8,8.1,10.31353135
"Lumpkin County, Georgia",158.1,44653,31408,18.6,36,2.66,47.5,8.2,3.509433962
"Avoyelles Parish, Louisiana",228,34022,41103,25.5,38.2,2.52,44.8,9.6,5.000553159
"New York County, New York",145.2,75459,1644518,17.7,36.6,2.09,32.9,7.5,3.548717991
"Winnebago County, Iowa",163.3,50703,10609,10.4,43.2,2.2,59.9,6.2,10.56949807
"Douglas County, Nebraska",179.7,52842,550064,14,34,2.52,47.6,5.7,5.925782154
"Dickinson County, Kansas",181.2,47493,19303,11.1,41.7,2.45,58.6,6.7,6.565530962
"Scott County, Mississippi",211,32049,28265,26.9,36,2.85,42.7,13.1,5.869989491
"York County, Nebraska",164.7,51335,13806,10.6,41.3,2.31,56.5,2,6.993486459
"Boone County, West Virginia",236.7,37625,23372,22.1,41.9,2.5,55.2,9.2,4.220287661
"Garrard County, Kentucky",204.6,43647,17237,18,41.8,2.55,58.6,11.4,5.567338282
"Hartley County, Texas",116.7,64182,6193,10.5,39.3,2.61,55.2,2.1,10.43307087
"Madison County, Ohio",197,52996,44094,12.6,40.2,2.57,48.1,5.9,4.909090909
"Schuyler County, Illinois",214.2,47092,7032,13.2,44.7,2.2,52.2,5.3,5.282199711
"Johnson County, Texas",185,55926,159990,13.3,36.7,2.84,57.1,7.3,6.554953179
"Hancock County, Indiana",184.8,68334,72520,6.9,39.8,2.68,55.3,5.5,4.243248035
"Lawrence County, Missouri",178.5,39908,38180,18.6,39.6,2.6,57.1,7,4.54931457
"San Miguel County, New Mexico",158.2,32964,27967,25.5,42.5,2.51,33,6.4,5.744748568
"Foster County, North Dakota",174.5,54593,3356,8,46.9,2.22,60.2,1.3,6.307692308
"Elliott County, Kentucky",163.8,30556,7648,32.4,41.7,2.44,46.8,6.2,7.352941176
"Obion County, Tennessee",215.6,40683,30639,20.8,42.1,2.42,52.1,11.2,4.063986165
"Dinwiddie County, Virginia",185.4,52288,27852,12.1,42.4,2.74,45.1,9.7,5.697445973
"Decatur County, Tennessee",212.3,37417,11660,19.9,45.3,2.3,56.1,10.1,4.422498927
"Washington County, Colorado",118.4,45784,4864,11.4,44.4,2.3,60.9,5.1,6.155507559
"Skagit County, Washington",172.7,51395,121846,15.7,41,2.56,53.6,8.2,5.818153266
"Randolph County, Georgia",127,25807,7193,36.3,39.2,2.54,40.7,10.4,10.85271318
"Pierce County, Georgia",219.8,40526,19103,18.9,39,2.72,50.2,8.9,7.704581719
"Coffee County, Alabama",173.3,46931,51211,16.8,38.8,2.62,51,7.1,4.884815874
"Keokuk County, Iowa",169.3,48316,10163,13.5,44.3,2.33,56.9,5.1,5.769230769
"Jasper County, Mississippi",194.1,35019,16569,22.7,41.6,2.4,50.9,7.9,4.697986577
"Beaufort County, North Carolina",194,40357,47651,18.8,44.9,2.54,49.1,11.5,4.17432129
"Lewis County, Idaho",185.6,39918,3789,13.7,48.2,2.31,55.6,6.5,4.80349345
"Burleson County, Texas",183.2,48140,17460,16.2,42.6,2.67,54.9,7.5,3.641536273
"Isle of Wight County, Virginia",200.6,64350,36314,10.2,44.5,2.57,58.1,8.3,3.667228197
"Martin County, Florida",146.5,55472,156283,12.1,50.7,2.39,51.1,9.7,5.354923743
"Apache County, Arizona",142.1,32366,71474,33.1,33.4,3.67,34.8,18.2,6.518302323
"Carroll County, Georgia",194.5,43442,114545,22.9,34,2.72,46.6,12.1,7.523638459
"Harmon County, Oklahoma",223.9,33750,2788,24.8,41.1,2.35,57.6,8.7,4.99194847
"West Carroll Parish, Louisiana",195.6,33959,11293,22.5,39.7,2.48,46.6,11.9,5.737356566
"Columbia County, Oregon",185.7,57517,49600,12,42.9,2.6,53.9,9.8,4.225482912
"Iowa County, Wisconsin",157,58419,23813,8.9,42.9,2.43,58.7,4.7,5.031948882
"Emmons County, North Dakota",166.9,44282,3402,13.2,51.2,2.13,60.5,3.6,6.270627063
"Lincoln County, Wyoming",143.3,63575,18722,9,38.1,2.68,61.4,6.4,6.394269037
"Valley County, Idaho",131.6,49380,10103,11.7,49.4,2.99,50.9,5.7,1.604584527
"Schley County, Georgia",151.3,39601,5168,20.1,38.4,2.7,53.4,12.4,6.255585344
"Fayette County, Georgia",140.8,79069,110714,6.9,43.3,2.8,60,7.6,3.49249879
"Chattahoochee County, Georgia",220.6,45933,11368,18.8,23.3,3.24,46.8,16.5,11.7201426
"Clearwater County, Idaho",164.7,41304,8496,16.6,50.2,2.05,55.4,7.3,6.401766004
"Solano County, California",176.7,67106,436092,12.3,37.3,2.89,46.8,11.4,5.163792425
"Oktibbeha County, Mississippi",147.8,34429,49800,29.9,25,2.51,33,13.3,3.389715373
"Chatham County, Georgia",168.8,50154,286956,17.9,34.3,2.55,41.1,9.7,5.771170399
"Lawrence County, Tennessee",187.3,34614,42564,21.8,39.9,2.59,55.2,10.8,7.666385847
"Larue County, Kentucky",192.6,40312,14241,18,40.6,2.6,49.4,9.3,5.039267016
"Garfield County, Colorado",126.4,62529,58095,10.2,35.9,2.72,57.8,6.9,4.502177282
"Murray County, Georgia",204,40976,39565,18.7,37.2,2.75,54.4,11.1,3.893548721
"Maui County, Hawaii",139.9,64916,164637,13.1,40,2.96,50.2,6.9,6.34729556
"Orleans County, Vermont",172,42089,27100,16.2,44.8,2.35,51.6,5.6,4.689807976
"Guthrie County, Iowa",168.5,49507,10676,12.4,45.9,2.34,59.6,5.4,4.965920156
"Custer County, Nebraska",159.7,45644,10806,13.4,43.8,2.25,62.4,2.3,7.021791768
"Huron County, Michigan",181.6,41678,31883,14.1,48,2.3,55.7,7.8,5.169018707
"Trumbull County, Ohio",187,43160,203751,17.2,43.6,2.33,48.8,7.4,4.660949114
"Walton County, Georgia",193.3,52082,88399,15.6,38.5,2.88,57.1,7.9,5.68799466
"Albemarle County, Virginia",143.8,67083,105703,9.1,38.6,2.45,51,3.8,5.043113678
"Macomb County, Michigan",177.8,54865,864840,12.3,40.8,2.52,49.5,9,4.707995158
"Hamilton County, Kansas",164.2,47709,2474,12.8,38,2.59,61.8,2.3,6.605504587
"Franklin County, Massachusetts",153.9,53953,70601,12,45.1,2.3,47.6,6.7,3.458753556
"Wabash County, Indiana",185.3,45151,32138,15.2,42.4,2.36,53.8,7,4.0374488
"Burlington County, New Jersey",171.6,80479,450226,7.2,41,2.66,50.8,8.5,4.910516481
"Langlade County, Wisconsin",165.9,40968,19223,15.9,47.2,2.21,54.5,8.2,7.291666667
"Decatur County, Indiana",186.7,50258,26521,13.1,39.5,2.57,54,6.3,4.353189989
"Alamosa County, Colorado",165.7,38140,16496,22.5,30.1,2.56,45.1,10.4,4.898266767
"Sanpete County, Utah",156.7,44644,28778,17.1,30.5,0.0313,54,8.3,5.587610082
"Butte County, South Dakota",194.3,41446,10283,15.8,39.9,2.49,55.4,3,2.718894009
"Union County, Indiana",192.3,47410,7182,13.8,42.1,2.44,55,7.7,3.571428571
"Worth County, Georgia",160,40382,20699,22.6,40.4,2.65,48.3,9.8,2.338461538
"Swift County, Minnesota",162.3,51032,9340,10.8,44.5,2.21,57.5,3.9,9.56284153
"Jackson County, Kentucky",261,29090,13352,26.8,39.8,2.39,59.2,12.3,6.838709677
"Atlantic County, New Jersey",179.5,54208,274219,15.1,40.6,2.64,45.1,12.5,4.69661296
"Lee County, Kentucky",275.9,25473,6752,35,41.9,2.2,44.6,12.2,2.731512325
"Onondaga County, New York",180.4,52892,468463,16.1,38.8,2.43,44.6,7.2,4.874120242
"Hall County, Nebraska",160.8,48499,61680,14.7,35.8,2.67,52,6,8.958855626
"Andrews County, Texas",182.2,66878,18105,10.7,31.3,3.05,58.1,3.9,10.78180889
"Smyth County, Virginia",202.4,37831,31470,19.7,44.3,2.43,51.7,6.4,6.188734455
"Okaloosa County, Florida",182.8,55952,198664,12.4,36.8,2.5,51.6,6.9,5.717229536
"Rich County, Utah",166.4,56772,2311,10.3,34.7,3.57,62.4,6.2,7.99086758
"Baraga County, Michigan",182.5,41624,8575,15.8,43.6,2.14,41.1,8.1,4.516129032
"Atkinson County, Georgia",213.5,31740,8398,26.5,34.9,2.98,49.8,7.3,5.448065173
"Hampden County, Massachusetts",180,49072,470690,17.7,38.6,2.57,42.2,10,4.653517654
"Linn County, Oregon",186.5,44358,120547,19.1,39.5,2.61,52.9,10.6,4.659172628
"Castro County, Texas",163.3,42966,7656,19.4,34.6,3.14,52.5,4.7,7.665301346
"Clark County, Ohio",200.6,42029,135959,18.2,41,2.44,48.4,10,5.319358009
"Carter County, Oklahoma",206.1,44402,48689,16.5,38.6,2.67,49.9,6.1,5.886681383
"Yell County, Arkansas",207.9,37080,21713,17.4,39.1,2.8,53.1,8.3,4.956760177
"Macon County, Illinois",197.9,47575,107303,16.3,40.6,2.35,47.8,10.5,5.647068254
"Yazoo County, Mississippi",207.4,30313,27387,34.6,35.8,2.82,34.4,19.8,5.055775459
"Preston County, West Virginia",169.8,41420,33940,17.6,42.3,2.52,53.3,7,4.038301415
"Heard County, Georgia",178.8,41348,11539,19,40.1,2.65,52.2,12.1,5.545147996
"Effingham County, Illinois",180.1,52578,34371,11.8,38.9,2.54,54.1,5.4,4.731034483
"Oregon County, Missouri",167.7,29415,10953,23.9,45.8,2.48,53.9,7.1,10.04694836
"Montgomery County, New York",170.1,40923,49642,18.9,41,2.5,44.5,8.9,6.043704855
"Jackson County, Kansas",178.7,53796,13338,10.3,40.8,2.51,61.4,4.4,5.896980462
"Thomas County, Georgia",199,36973,45063,24.5,39.4,2.53,45.8,10.5,6.247570929
"Stephenson County, Illinois",182.6,48569,45749,14.1,44.3,2.37,51.3,9.9,3.816793893
"Callahan County, Texas",215.5,40796,13557,16.3,43.5,2.55,52.2,5.4,6.774774775
"Aurora County, South Dakota",158.3,50896,2733,10.8,41.8,2.24,61.6,1.9,10.62992126
"Hidalgo County, New Mexico",166.3,34304,4423,24.5,41.8,2.47,46.1,12.2,5.485232068
"Baltimore city, Maryland",226,41895,621849,23.3,34.6,2.47,26.6,13.1,5.449538255
"Catawba County, North Carolina",176.4,45080,155056,16.2,40.8,2.59,51.7,8.2,4.107398367
"Ripley County, Indiana",201.4,52491,28701,10.7,40.4,2.58,57.3,7.4,5.038143675
"Amite County, Mississippi",171.8,30668,12574,23.2,45.3,2.55,44.8,12.7,3.098591549
"Prince William County, Virginia",150.1,91886,451721,7.2,34,3.17,55,5.4,6.857756326
"Owsley County, Kentucky",263.1,23047,4461,45.1,43,2.56,52.7,8.8,4.527559055
"Centre County, Pennsylvania",142.4,51573,160580,17.9,30.3,2.47,40.6,5.1,3.704047746
"Granville County, North Carolina",188.4,49342,58674,15.9,41.4,0.0268,46.3,8.3,5.909161131
"Lee County, South Carolina",247.3,31510,17896,27.8,40.1,2.63,34.5,14.9,6.288258208
"Upton County, Texas",166.7,55918,3651,14.3,31.9,2.75,60.6,4.3,10.47120419
"Lincoln County, North Carolina",165.7,49676,81035,16,42,2.62,57.7,10.2,4.703203954
"Jefferson County, Oregon",163.9,42753,22666,21.2,39.9,2.76,47.9,14.4,6.839517211
"Cherokee County, South Carolina",187.8,38947,56194,22.3,38.8,2.68,47.2,10.6,6.428359096
"Douglas County, Minnesota",160.9,52298,37075,9.6,44.1,2.32,59.8,4.5,6.190278355
"White County, Tennessee",203.7,35400,26521,21.9,42.5,2.65,53.9,10.5,5.225066196
"Houghton County, Michigan",155.4,39126,36380,18.7,32.8,2.51,44.3,7.2,5.373953975
"Lee County, Arkansas",217.6,28006,9650,39.3,40.6,2.34,34.4,17.3,12.36017897
"Santa Rosa County, Florida",190.7,58587,167040,11.2,39.5,2.65,54.8,7.9,5.465692312
"Saline County, Arkansas",169,55915,117460,8.7,38.7,2.66,55.6,5.3,5.129672006
"Christian County, Illinois",196,46870,33642,14.4,42,2.31,51.1,5.4,4.048467569
"Evans County, Georgia",194.4,33293,10787,26.6,35.3,0.026,47.6,10.3,7.363601679
"Lake County, Illinois",160,78001,703910,9.5,37.6,2.83,55,7.9,5.156824131
"Pender County, North Carolina",169.8,45453,57611,15.4,42.1,2.67,51.7,9.8,3.014449427
"Oneida County, Wisconsin",185.3,49040,35567,12.6,49.9,2.33,56.8,6.3,4.641415709
"Cerro Gordo County, Iowa",154.2,49569,43017,12,44.2,2.17,51.7,4.4,5.751533742
"Macon County, Missouri",141.8,35345,15335,17,42.9,2.43,53,8.7,5.775470474
"Kane County, Utah",129,48456,7131,11.8,43.6,2.55,55.9,7,4.954367666
"Nye County, Nevada",213.5,42881,42477,16.8,50.8,0.0242,54.4,13.4,6.302577113
"Baca County, Colorado",188.6,36294,3615,20,47.6,2.3,57.8,4.5,5.028735632
"Nemaha County, Kansas",147.7,54149,10227,9.9,41.6,2.32,61.9,1.7,5.55836281
"Coffey County, Kansas",176.6,55705,8384,10.9,44.1,2.33,58.5,5.1,7.435158501
"Johnson County, Wyoming",147.8,51434,8585,9.7,44.6,2.34,54.1,3.6,6.819672131
"Larimer County, Colorado",134.1,57659,333577,12.8,35.5,2.47,50.3,6.7,4.709495456
"Liberty County, Texas",203.2,47123,79654,17.4,36.4,2.82,51.5,11.5,6.112482007
"Wetzel County, West Virginia",202.6,40013,15816,18.5,46,2.46,51.4,8.1,6.161137441
"Johnson County, Kentucky",246.4,34271,23175,25.6,40.9,2.53,57.1,9.1,5.022573363
"Big Horn County, Montana",140.6,38871,13242,30.6,29.8,3.63,44.8,19.9,6.755829904
"Wood County, Ohio",173,54996,129730,13.5,34.8,2.44,48.2,7.2,4.528947447
"Hall County, Georgia",153.5,52238,193535,16.8,35.6,3,52.2,7.5,6.393153226
"Dewey County, South Dakota",229.8,34936,5685,27.2,349.2,3.36,34.6,24.6,6.625097428
"Jackson County, Texas",189.2,52185,14816,14.7,39,2.79,56.4,5.2,5.209698558
"Valley County, Montana",129.5,46328,7659,12.4,45.5,2.26,60.5,2.6,5.681818182
"Tensas Parish, Louisiana",142.5,27522,4740,32,43,0.0248,33.8,15.6,2.925809822
"Creek County, Oklahoma",210.2,46614,70892,15.8,40.6,2.67,54.5,5.7,5.479185579
"Jefferson County, Illinois",196,43073,38353,19.5,40.7,2.39,50.1,9.2,5.121798876
"Franklin County, Maine",167.5,41035,29991,15.8,44.9,0.0248,51.3,7.7,3.482221569
"Brown County, Kansas",184.2,45781,9776,17.3,42.5,2.38,56.5,4.5,7.974481659
"Gloucester County, Virginia",200.4,58900,37143,9.7,43.6,2.57,57.9,4.7,4.308202154
"Perry County, Tennessee",198.4,33776,7929,23.6,43.7,2.4,52.3,9.5,9.322033898
"Morrison County, Minnesota",169.5,50685,32775,11.8,41.2,2.43,57.5,5.8,5.734925549
"Clayton County, Georgia",165.3,42985,273955,22.9,32.4,2.97,35.8,14.1,5.066533644
"Newton County, Missouri",185.9,45448,58615,14.3,39.7,2.62,57.6,6.1,4.480398258
"Worcester County, Maryland",186.8,55691,51540,11.9,49.1,2.45,50.7,9.9,5.625635809
"Rio Blanco County, Colorado",150.7,63184,6571,10.9,36.4,2.48,58.5,4.2,10.65292096
"Jefferson County, Kentucky",191.1,48264,763623,16.8,37.9,0.0241,43.7,8.4,5.584172261
"Bent County, Colorado",176.2,35424,5830,32.3,41.1,2.19,42.6,8.3,12.47920133
"Rockingham County, New Hampshire",172.2,79653,301777,6.1,43.5,2.51,56.8,5.6,4.370734571
"Cowlitz County, Washington",184.1,44235,103468,20.6,41.2,2.54,51.1,10.7,6.298743004
"Cook County, Georgia",183.4,32408,17124,26.1,36.7,2.74,50.2,6.6,7.78998779
"Appling County, Georgia",174,36642,18454,24.9,38.6,2.63,50.1,7.9,6.281957633
"Spartanburg County, South Carolina",181.6,44050,297302,17.7,38.2,2.58,49.2,8.9,5.772383445
"Sitka City and Borough, Alaska",150.1,65765,8863,8.6,38.9,2.49,51.2,3.8,3.141875307
"Hughes County, Oklahoma",226.9,34837,13735,23.4,40.2,2.7,45.5,7.1,4.598628479
"Morton County, North Dakota",165.2,54637,30310,9.2,38.9,2.3,57.2,3.2,5.95510765
"Montour County, Pennsylvania",152.6,54547,18557,11.2,42.9,0.0241,49.9,6.6,3.59080341
"Orange County, Vermont",175.5,53025,28899,12.8,45,2.32,54.4,4.5,4.652301665
"Adams County, Nebraska",157.5,48658,31587,12.5,37.8,2.35,51.9,5.5,5.432887856
"Ida County, Iowa",159.8,53905,7028,10.9,45.1,2.24,62.8,3.7,9.293394777
"Prentiss County, Mississippi",203.2,34794,25459,22.3,39.2,2.5,51.1,10.2,4.867486575
"Paulding County, Georgia",173.2,63964,152238,10.7,35.1,2.99,57.5,8.7,4.002336389
"McKenzie County, North Dakota",124.6,81209,12826,8.6,32.2,2.93,51.1,3,8.189655172
"Saline County, Kansas",175.6,48460,55691,13,37.7,2.42,48.9,5,6.843609637
"Pike County, Ohio",217.9,40512,28217,21.9,40.8,2.55,47.8,13.4,5.373276272
"Tolland County, Connecticut",152.3,78653,151420,7.5,38.1,2.49,46.8,6.8,2.555885972
"Dade County, Missouri",194.1,37173,7595,18.5,47.1,2.34,54.7,7.9,3.627311522
"Alamance County, North Carolina",178.7,41296,158276,17.9,470.4,2.45,49,7.9,4.493936752
"Santa Cruz County, California",145.4,64257,274146,16.1,37,2.72,44.9,7.6,4.539151472
"Webster County, Mississippi",214.5,34073,9899,22.1,41.1,2.45,52.8,11.2,6.736458807
